,Order Date,Clinic Name,Clinic Address,Clinic Suite,Clinic additional Address,Clinic City,Clinic State,Clinic Zip,County Name,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered,Total Covid Volume Ordered,Georeferenced Latitude & Longitude
7812,2/12/2021,PHN-Altoona Community Health Center,1701 12th Avenue,F,Altoona,Altoona,Pennsylvania,16601,Blair,0,100,0,100,POINT (-78.407288 40.51322)
7813,4/16/2021,Bushy Run Pharmacy Inc,2106 Route 130,,,Harrison City,Pennsylvania,15636,Westmoreland,0,1500,0,1500,POINT (-79.648483 40.353617)
7814,2/23/2021,VIP Pharmacy,7737 New Falls Rd,,,Levittown,Pennsylvania,19055,Bucks,0,100,0,100,POINT (-74.847816 40.160519)
7815,4/30/2021,Advocare Broomall Peds-West Chester,1246 West Chester Pike,303,,West Chester,Pennsylvania,19382,Chester,0,500,0,500,POINT (-75.557211 39.968163)
7816,3/2/2021,Gettysburg Cancer Center,20 Expedition Trail,101,,Gettysburg,Pennsylvania,17325,Adams,0,100,0,100,POINT (-77.185382 39.845664)
7817,2/1/2021,Span and Taylor Drug Co,175 W Main Street,,,Monongahela,Pennsylvania,15063,Washington,0,100,0,100,POINT (-79.924233 40.20142)
7818,3/12/2021,KRHC-Cameron County HC-MAIN,90 East 2nd Street,,,Emporium,Pennsylvania,15834,Cameron,0,200,0,200,POINT (-78.23558 41.510155)
7819,3/23/2021,Burns Pharmacy,82 N Pennsylvania Ave,,,Morrisville,Pennsylvania,19067,Bucks,0,200,0,200,POINT (-74.776635 40.209881)
7820,3/26/2021,Evangelical Community Hospital,1 Hospital Drive,,,Lewisburg,Pennsylvania,17837,Union,1170,0,0,1170,POINT (-76.91638 41.010004)
7821,4/2/2021,Springfield Pharmacy,1154 Baltimore Pike,,,Springfield,Pennsylvania,19064,Delaware,0,300,0,300,POINT (-75.346745 39.913764)
7822,2/26/2021,Haydens Pharmacy,505 NORTH FOURTH STREET,,EXCELA MEDICAL BUILDING,Youngwood,Pennsylvania,15697,Westmoreland,2340,0,0,2340,POINT (-79.574993 40.246111)
7823,3/2/2021,Brundages Waymart Pharmacy,238 Belmont Street,,,Waymart,Pennsylvania,18472,Wayne,0,100,0,100,POINT (-75.408272 41.582354)
7824,2/1/2021,Centre Volunteers in Medicine,2520 Green Tech Dr.,D,,State College,Pennsylvania,16803,Centre,975,0,0,975,POINT (-77.918776 40.813498)
7825,2/8/2021,VDI-ACORx Pharmacy,520 E Main Street,,,Carnegie,Pennsylvania,15106,Allegheny,0,100,0,100,POINT (-80.08082 40.411227)
7826,1/22/2021,PHN-Sharon Medical Group-Suite 2,63 Pitt St,301,,Sharon,Pennsylvania,16146,Mercer,0,100,0,100,POINT (-80.507917 41.23373)
7827,3/12/2021,VDI-Skippack Pharmacy,4118 W Skippack Pike,,,Schwenksville,Pennsylvania,19473,Montgomery,0,500,0,500,POINT (-75.405269 40.228146)
7828,4/27/2021,Guthrie Clinic Athens,412 South Main Street,,,Athens,Pennsylvania,18810,Bradford,0,100,0,100,POINT (-76.518271 41.956883)
7829,1/21/2021,WILSONS PHARMACY,4101 PENN AVE,,,Pittsburgh,Pennsylvania,15224,Allegheny,0,1000,0,1000,POINT (-79.955101 40.46569)
7830,2/12/2021,VDI-Blandon Pharmacy,104 Anna Ave,6,,Blandon,Pennsylvania,19510,Berks,0,200,0,200,POINT (-75.868489 40.44312)
7831,3/26/2021,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,400,0,400,
7832,3/16/2021,Fishers Pharmacy,654 East Pitt St,,PO box 346,Bedford,Pennsylvania,15522,Bedford,0,500,0,500,POINT (-78.491298 40.018476)
7833,1/29/2021,KRHC-Cameron County HC-MAIN,90 East 2nd Street,,,Emporium,Pennsylvania,15834,Cameron,0,100,0,100,POINT (-78.23558 41.510155)
7834,12/17/2020,Torrance State Hospital,121 Longview Drive,,,Torrance,Pennsylvania,15779,Westmoreland,0,700,0,700,POINT (-79.238368 40.415289)
7835,2/16/2021,UPMC-Somerset,225 South Center Ave,,,Somerset,Pennsylvania,15501,Somerset,0,100,0,100,POINT (-79.078598 40.007081)
7836,3/4/2021,KRHC-Cameron County HC-MAIN,90 East 2nd Street,,,Emporium,Pennsylvania,15834,Cameron,0,100,0,100,POINT (-78.23558 41.510155)
7837,3/19/2021,Wellspan Good Samaritan Hospital,252 S 4th Street,,,Lebanon,Pennsylvania,17042,Lebanon,1170,0,0,1170,POINT (-76.41735 40.336018)
7838,2/2/2021,Saxonburg Drug,115 Pittsburgh Street,,,Saxonburg,Pennsylvania,16056,Butler,0,100,0,100,POINT (-79.81417 40.74967)
7839,1/25/2021,Dallastown Medical Associates LLP,1010 Blymire Road,,,Dallastown,Pennsylvania,17313,York,0,200,0,200,POINT (-76.647682 39.888037)
7840,4/6/2021,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,200,0,200,
7841,1/25/2021,UPMC-Comm Gen Osteopathic Hospital,4300 LONDONDERRY ROAD,,,Harrisburg,Pennsylvania,17109,Dauphin,0,200,0,200,POINT (-76.815826 40.282674)
7842,3/9/2021,VDI-Williams Valley Pharmacy,226 East Grand Avenue,,,Tower City,PA,17980,Schuylkill,0,100,0,100,POINT (-76.556437 40.588623)
7843,3/16/2021,Keystone Community Health Services,111 Chambers Hill Drive,Suite 102,,Chambersburg,Pennsylvania,17201,Franklin,0,200,0,200,
7844,2/23/2021,AHN FORBES HOSPITAL,PHARMACY,,2570 HAYMAKER ROAD,MONROEVILLE,PENNSYLVANIA,15146,Allegheny,1170,0,0,1170,
7845,3/2/2021,The Hometown Pharmacy-Grove City,49 Pine Grove Sq,,,Grove City,Pennsylvania,16127,Mercer,0,200,0,200,POINT (-80.111412 41.167134)
7846,1/25/2021,Houcks Road Family Practice,100 South Houcks Road,,,Harrisburg,Pennsylvania,17109,Dauphin,0,100,0,100,POINT (-76.81102 40.299907)
7847,4/2/2021,PHN-Punxsutawney Community HC,200 Prushnok Drive,202,,Punxsutawney,Pennsylvania,15767,Jefferson,0,100,0,100,POINT (-78.961583 40.945909)
7848,3/2/2021,Newhard Pharmacy,1001 Main Street,,,Northampton,Pennsylvania,18067,Northampton,0,200,0,200,POINT (-75.4889 40.679147)
7849,4/9/2021,PHN-Altoona Community Health Center,1701 12th Avenue,F,Altoona,Altoona,Pennsylvania,16601,Blair,0,100,0,100,POINT (-78.407288 40.51322)
7850,3/26/2021,The Medicine Shoppe 2057,101 W LANCASTER AVE,,,Reading,Pennsylvania,19607,Berks,1170,0,0,1170,POINT (-75.970027 40.304008)
7851,4/26/2021,Valley Medical-Wilkes Barre,75 South Wyoming Avenue,2,,Edwardsville,Pennsylvania,18704,Luzerne,0,100,0,100,POINT (-75.902085 41.257703)
7852,4/2/2021,Perry Physicians PC,4570 Valley Rd,,,Shermans Dale,Pennsylvania,17090,Perry,0,200,0,200,POINT (-77.158983 40.319332)
7853,4/23/2021,Horsham Pharmacy LLC,316 Horsham Road Suite E,,,Horsham,Pennsylvania,19044,Montgomery,0,100,0,100,POINT (-75.135536 40.181864)
7854,2/23/2021,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,,,Russellton,Pennsylvania,15076,Allegheny,0,100,0,100,POINT (-79.833802 40.617588)
7855,12/31/2020,Newport Family Practice PC,52 Red Hill Court,,,Newport,Pennsylvania,17074,Perry,0,100,0,100,POINT (-77.121558 40.485409)
7856,12/15/2020,Regional Hospital of Scranton,746 Jefferson Ave.,,,Scranton,Pennsylvania,18510,Lackawanna,0,1000,0,1000,POINT (-75.654071 41.412827)
7857,3/30/2021,The Medicine Shoppe 0838,20 Bailey Avenue,100,,Pittsburgh,Pennsylvania,15211,Allegheny,0,200,0,200,POINT (-80.004584 40.42699)
7858,3/19/2021,Excela Health Latrobe Hospital,One Mellon Way,,,Latrobe,Pennsylvania,15650,Westmoreland,0,1700,0,1700,
7859,4/13/2021,Keystone Internal Medicine,830 5th Ave.,201,Suite 201,Chambersburg,Pennsylvania,17201,Franklin,0,200,0,200,POINT (-77.644983 39.945106)
7860,3/12/2021,Conemaugh Miners Medical Center,290 Haida Ave,,,Hastings,Pennsylvania,16646,Cambria,0,100,0,100,POINT (-78.705799 40.658913)
7861,4/6/2021,Norland Avenue Pharmacy,12 St. Paul Drive,105,,Chambersburg,Pennsylvania,17201,Franklin,1170,0,0,1170,POINT (-77.634763 39.943292)
7862,4/16/2021,VDI-DePietros Pharmacy,617 3rd Street,,,Dunmore,Pennsylvania,18512,Lackawanna,0,1000,0,1000,POINT (-75.634095 41.415683)
7863,3/19/2021,AHN FORBES HOSPITAL,PHARMACY,,2570 HAYMAKER ROAD,MONROEVILLE,PENNSYLVANIA,15146,Allegheny,1170,0,0,1170,
7864,3/5/2021,Spartan Pharmacy Bethel Park,3400 South Park Rd,,Unit 1,Bethel Park,Pennsylvania,15102,Allegheny,0,500,0,500,POINT (-80.057122 40.321885)
7865,1/15/2021,The Hometown Pharmacy-New Castle,20 E Lawrence St,,,New Castle,Pennsylvania,16101,Lawrence,0,300,0,300,POINT (-80.346667 40.997833)
7866,1/14/2021,UPMC-St Margaret Hospital,815 Freeport   Road,,,Pittsburgh,Pennsylvania,15215,Allegheny,975,0,0,975,POINT (-79.896038 40.487472)
7867,3/5/2021,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,Pennsylvania,17603,Lancaster,5850,500,0,6350,POINT (-76.305328 40.046975)
7868,2/21/2021,Uniontown Hospital,500 West Berkeley Street,,,Uniontown,Pennsylvania,15401,Fayette,1170,0,0,1170,POINT (-79.737619 39.901996)
7869,4/27/2021,VDI-Rann Pharmacy Inc,377 Main Street,,,Harleysville,Pennsylvania,19438,Montgomery,1170,0,0,1170,POINT (-75.380704 40.275256)
7870,2/26/2021,Huntingdon Family Care Center,835 Washington Street,,,Huntingdon,Pennsylvania,16652,Huntingdon,0,100,0,100,POINT (-78.017188 40.488302)
7871,1/19/2021,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Suite 2,,Clairton,Pennsylvania,15025,Allegheny,0,500,0,500,POINT (-79.957735 40.321833)
7872,3/16/2021,Excela Health Frick Hospital,508 South Church Street,,,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,300,0,300,POINT (-79.548217 40.146369)
7873,4/30/2021,Chester County Pediatrics-Exton,690 West Lincoln Highway,,,Exton,Pennsylvania,19341,Chester,0,500,0,500,POINT (-75.663885 40.021548)
7874,4/30/2021,Hazle Drugs,1 East Broad Street,,,Hazleton,Pennsylvania,18201,Luzerne,0,400,0,400,POINT (-75.973781 40.954007)
7875,3/19/2021,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Suite 2,,Clairton,Pennsylvania,15025,Allegheny,0,1000,0,1000,POINT (-79.957735 40.321833)
7876,1/25/2021,Wellness Pharmacy Services,1427 Horsham Road,,,North Wales,Pennsylvania,19454,Montgomery,0,300,0,300,POINT (-75.20773 40.225139)
7877,4/13/2021,John Manubay MD LLC,4400 Penn Ave,,,Sinking Spring,Pennsylvania,19608,Berks,0,100,0,100,POINT (-76.031422 40.326169)
7878,2/1/2021,Evergreen Pharmacy II Inc,702 Dekalb Pike,,,Blue Bell,Pennsylvania,19422,Montgomery,0,100,0,100,POINT (-75.287013 40.170082)
7879,3/2/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,2340,0,0,2340,
7880,4/30/2021,LVPG Internal Medicine-Bartonsville,600 Commerce Blvd,,,Stroudsburg,Pennsylvania,18360,Monroe,0,200,0,200,POINT (-75.263401 40.998481)
7881,3/9/2021,Bushy Run Pharmacy Inc,2106 Route 130,,,Harrison City,Pennsylvania,15636,Westmoreland,0,600,0,600,POINT (-79.648483 40.353617)
7882,3/2/2021,GIANT PHARMACY-6427,315 N YORK ROAD,,,Willow Grove,Pennsylvania,19090,Montgomery,0,100,0,100,POINT (-75.115844 40.146541)
7883,4/7/2021,VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,,,Nanty Glo,Pennsylvania,15943,Cambria,0,0,200,200,POINT (-78.835826 40.470549)
7884,3/19/2021,PHN-Clarion Community Health Center,30 Pinnacle Drive,101,,Clarion,Pennsylvania,16214,Clarion,0,100,0,100,
7885,3/19/2021,West Reading Drug Store,538 PENN AVE,,,West Reading,Pennsylvania,19611,Berks,1170,0,0,1170,POINT (-75.949059 40.335732)
7886,1/26/2021,Hilltop Pharmacy,818 E. Warrington Ave,,,Pittsburgh,Pennsylvania,15210,Allegheny,0,100,0,100,POINT (-79.992935 40.421802)
7887,3/9/2021,St Clair Hospital,St. Clair Hospital,Pharmacy,1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,1170,0,0,1170,
7888,4/23/2021,Brownsville Family Pharmacy,27 Market St,,,Brownsville,Pennsylvania,15417,Fayette,0,100,0,100,POINT (-79.887144 40.022042)
7889,4/23/2021,Parvins Pharmacy,30 N Bryn Mawr Avenue,,,Bryn Mawr,Pennsylvania,19010,Delaware,0,100,0,100,POINT (-75.317334 40.021684)
7890,4/20/2021,HersheyCare Pharmacy,475 W Governor Road Ste #2,,,Hershey,Pennsylvania,17033,Dauphin,0,500,0,500,POINT (-76.661173 40.271712)
7891,3/9/2021,Horsham Square Pharmacy,575 Horsham Road,,Unit C20,Horsham,Pennsylvania,19044,Montgomery,0,100,0,100,POINT (-75.146415 40.188588)
7892,3/19/2021,Uniontown Hospital,500 West Berkeley Street,,,Uniontown,Pennsylvania,15401,Fayette,2340,0,0,2340,POINT (-79.737619 39.901996)
7893,1/25/2021,Crozer-Chester Medical Center,1 Medical Center Blvd,,Department of Pharmacy,Upland,Pennsylvania,19013,Delaware,975,0,0,975,POINT (-75.369786 39.855608)
7894,2/23/2021,Bushy Run Pharmacy Inc,2106 Route 130,,,Harrison City,Pennsylvania,15636,Westmoreland,0,200,0,200,POINT (-79.648483 40.353617)
7895,2/23/2021,MON-VALE PRIMARY CARE PRACTICES INC,447 West Main Street,,,Monongahela,Pennsylvania,15063,Washington,0,100,0,100,POINT (-79.927457 40.203701)
7896,3/12/2021,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,,,Russellton,Pennsylvania,15076,Allegheny,0,200,0,200,POINT (-79.833802 40.617588)
7897,3/2/2021,LAKOTA HEALTH CARE FAMILY PRACTICE,2489 US 6,Suite 7,,Hawley (Part-Pike),Pennsylvania,18428,Pike,0,200,0,200,POINT (-75.178937 41.447081)
7898,12/29/2020,WINDBER MEDICAL CENTER,600 SOMERSET AVENUE,,,Windber,Pennsylvania,15963,Somerset,975,0,0,975,POINT (-78.837917 40.242123)
7899,4/23/2021,SLUHN-Monroe,100 St. Lukes Lane,,,Stroudsburg,Pennsylvania,18360,Monroe,1170,0,0,1170,POINT (-75.261786 40.997966)
7900,2/26/2021,VDI-Mainline Pharmacy-Somerset,168 West Main St,,,Somerset,Pennsylvania,15501,Somerset,0,500,0,500,POINT (-79.080619 40.008446)
7901,4/19/2021,Hazleton Urgent Care,101 South Church Street,1,,Hazleton,Pennsylvania,18201,Luzerne,0,100,0,100,POINT (-75.978402 40.952081)
7902,5/4/2021,ELFHCC-E Liberty Fam Hlth Care Ctr,6023 HARVARD ST,,,Pittsburgh,Pennsylvania,15206,Allegheny,0,200,0,200,POINT (-79.923188 40.462774)
7903,4/13/2021,VDI-Boalsburg Apothecary,3901 S Atherton St,1,,State College,Pennsylvania,16801,Centre,0,300,0,300,POINT (-77.801278 40.781213)
7904,2/22/2021,Hazle Drugs,1 East Broad Street,,,Hazleton,Pennsylvania,18201,Luzerne,0,200,0,200,POINT (-75.973781 40.954007)
7905,3/2/2021,DCI Renal Srvs of Pbg LLC North V,613 E Pittsburgh McKeesport Blvd,,,North Versailles,Pennsylvania,15137,Allegheny,0,100,0,100,POINT (-79.82795 40.373003)
7906,3/2/2021,Genoa Healthcare 00144,119 WALNUT ST,,,Johnstown,Pennsylvania,15901,Cambria,0,100,0,100,POINT (-78.921131 40.327745)
7907,1/29/2021,Big Spring Pharmacy,91 S. High Street,,,Newville,Pennsylvania,17241,Cumberland,0,200,0,200,POINT (-77.397641 40.170569)
7908,1/25/2021,Mats Pharmacy and Medical Supply,701 Bristol Pike,,,Croydon,Pennsylvania,19021,Bucks,0,100,0,100,POINT (-74.90732 40.093991)
7909,4/7/2021,West Reading Drug Store,538 PENN AVE,,,West Reading,Pennsylvania,19611,Berks,0,0,500,500,POINT (-75.949059 40.335732)
7910,4/23/2021,Chester County Pediatrics-Exton,690 West Lincoln Highway,,,Exton,Pennsylvania,19341,Chester,0,800,0,800,POINT (-75.663885 40.021548)
7911,2/26/2021,Marcus Hook Pharmacy,46 E 10th Street,,,Marcus Hook,Pennsylvania,19061,Delaware,0,100,0,100,POINT (-75.415915 39.82036)
7912,2/2/2021,Hyde Drug Store,2412 Wilmington Rd,,,New Castle,Pennsylvania,16105,Lawrence,0,100,0,100,POINT (-80.353731 41.026174)
7913,4/2/2021,Cornerstone Care-Rogersville,140 Church Street,102,PO Box 440,Rogersville,Pennsylvania,15359,Greene,0,200,0,200,POINT (-80.18608 39.89815)
7914,3/26/2021,Mercy Catholic Medical Center,1500 Lansdowne Ave.,,,Darby,Pennsylvania,19023,Delaware,0,500,0,500,POINT (-75.267031 39.924718)
7915,4/30/2021,Genesis Diagnostics,900 Town Center Drive,,,Langhorne,Pennsylvania,19047,Bucks,2340,0,0,2340,POINT (-74.877952 40.187964)
7916,4/20/2021,Pechin Pharmacy,6 Zia Maria Way,,,Connellsville,Pennsylvania,15425,Fayette,0,400,0,400,
7917,3/19/2021,Springfield Pharmacy,1154 Baltimore Pike,,,Springfield,Pennsylvania,19064,Delaware,1170,0,0,1170,POINT (-75.346745 39.913764)
7918,2/9/2021,CMMC-CPG St. Benedict RHC,564 Theatre Road,,,Carrolltown,Pennsylvania,15722,Cambria,0,100,0,100,POINT (-78.725834 40.624977)
7919,4/23/2021,SHREE ANJANEYA LLC,801 W MAIN ST,,,Lansdale,Pennsylvania,19446,Montgomery,1170,0,0,1170,POINT (-75.292861 40.24705)
7920,2/8/2021,Cornerstone Care Ped Ctr-Waynesburg,236 Elm Drive,101,,Waynesburg,Pennsylvania,15370,Greene,0,300,0,300,POINT (-80.148526 39.897175)
7921,4/23/2021,Custom Care Pharmacy-Sunbury,439 Market St.,,,Sunbury,Pennsylvania,17801,Northumberland,0,500,0,500,POINT (-76.790154 40.86091)
7922,3/9/2021,Means-Lauf Super Drug,265 Allegheny Blvd,1,,Brookville,Pennsylvania,15825,Jefferson,0,1500,0,1500,POINT (-79.09835 41.175648)
7923,4/13/2021,Mercy Catholic Medical Center,1500 Lansdowne Ave.,,,Darby,Pennsylvania,19023,Delaware,0,400,0,400,POINT (-75.267031 39.924718)
7924,4/23/2021,VDI-Wileys Pharmacy Lancaster,903 NISSLEY RD,,,Lancaster,Pennsylvania,17601,Lancaster,0,100,0,100,POINT (-76.396935 40.066771)
7925,2/1/2021,UPMC Wellsboro,32-36 Central Ave,,UMC Wellsboro Pharmacy,Wellsboro,Pennsylvania,16901,Tioga,975,0,0,975,POINT (-77.298997 41.745192)
7926,2/15/2021,Centre Volunteers in Medicine,2520 Green Tech Dr.,D,,State College,Pennsylvania,16803,Centre,1170,200,0,1370,POINT (-77.918776 40.813498)
7927,1/25/2021,SLUHHN-Sacred Heart Campus,421 Chew St,,,Allentown,Pennsylvania,18102,Lehigh,0,400,0,400,POINT (-75.468045 40.607987)
7928,2/1/2021,GIANT PHARMACY-6535,10000 SHANNONDELL DRIVE,,,AUDUBON,PA,19403,Montgomery,0,100,0,100,POINT (-75.411086 40.13242)
7929,3/30/2021,EAST NORRITON PHARMACY,215 W GERMANTOWN PIKE,,,East Norriton,Pennsylvania,19401,Montgomery,0,200,0,200,POINT (-75.323482 40.146344)
7930,3/5/2021,Qwik Med Pharmacy LLC,369  Locust Street,,Rear,Columbia,Pennsylvania,17512,Lancaster,0,300,0,300,POINT (-76.501264 40.032778)
7931,3/2/2021,Robert T Henry Pharmacy,54 East King St,,,Shippensburg,Pennsylvania,17257,Cumberland,1170,0,0,1170,POINT (-77.519141 40.051126)
7932,2/13/2021,Wilkes-Barre General Hospital,575 North River Street,,Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,975,0,0,975,POINT (-75.868165 41.258261)
7933,3/2/2021,Guthrie Clinic-Tunkhannock,512 Towne Plaza,124,,Tunkhannock,Pennsylvania,18657,Wyoming,0,200,0,200,POINT (-75.946633 41.538739)
7934,1/4/2021,Allied Services Rehab Hospital,475 Morgan Highway,,,Scranton,Pennsylvania,18508,Lackawanna,0,400,0,400,POINT (-75.674264 41.449425)
7935,3/12/2021,Lords Valley Village Pharmacy Inc,658 Rt 739,5,,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,1000,0,1000,POINT (-75.04891 41.349715)
7936,3/30/2021,Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,,,Pittsburgh,Pennsylvania,15227,Allegheny,0,1000,0,1000,POINT (-79.982054 40.372903)
7937,2/26/2021,UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,,,Mechanicsburg,Pennsylvania,17050,Cumberland,0,1000,0,1000,POINT (-76.976697 40.284282)
7938,2/26/2021,UPMC Pinnacle Hanover,300 HIGHLAND AVENUE,,,HANOVER,PENNSYLVANIA,17331,York,0,500,0,500,POINT (-76.983731 39.807981)
7939,3/12/2021,Millcreek Manor Pharmacy,5535 Peach St,,,Erie,Pennsylvania,16509,Erie,0,500,0,500,POINT (-80.093535 42.073055)
7940,4/27/2021,UPMC-Shadyside,5230 Centre Avenue,,,Pittsburgh,Pennsylvania,15232,Allegheny,2340,0,0,2340,POINT (-79.94113 40.45514)
7941,2/1/2021,Brundages Waymart Pharmacy,238 Belmont Street,,,Waymart,Pennsylvania,18472,Wayne,0,100,0,100,POINT (-75.408272 41.582354)
7942,3/26/2021,Lansdale Hospital,100 Medical Campus Drive,,,Lansdale,Pennsylvania,19446,Montgomery,0,300,0,300,POINT (-75.271523 40.2512)
7943,5/4/2021,Dallastown Medical Associates LLP,1010 Blymire Road,,,Dallastown,Pennsylvania,17313,York,0,300,0,300,POINT (-76.647682 39.888037)
7944,1/25/2021,Primecare Pharmacy Services Inc,310 adams Avenue,,,Scranton,Pennsylvania,18503,Lackawanna,0,500,0,500,POINT (-75.660694 41.408576)
7945,4/16/2021,AHN-Canonsburg Hospital,100 Medical Blvd,,,Canonsburg,Pennsylvania,15317,Washington,1170,0,0,1170,POINT (-80.190434 40.248477)
7946,1/22/2021,SLUHHN-Miners,360 W. Ruddle St,,,Coaldale,Pennsylvania,18218,Schuylkill,0,500,0,500,POINT (-75.914152 40.821619)
7947,3/5/2021,Jamestown Pharmacy,121 LIberty Street,,,Jamestown,Pennsylvania,16134,Mercer,0,100,0,100,POINT (-80.440662 41.484607)
7948,1/28/2021,UPMC-East,2775 Mosside Blvd.,,,Monroeville,Pennsylvania,15146,Allegheny,1950,0,0,1950,POINT (-79.758458 40.437014)
7949,4/6/2021,Dingmans Medical,1592 Route 739,,,Dingmans Ferry,Pennsylvania,18328,Pike,0,200,0,200,POINT (-74.920273 41.272837)
7950,3/9/2021,Lebanon Shops Pharmacy,Lebanon Shops Pharmacy,,300 Mt Lebanon Blvd suite 23,Pittsburgh,Pennsylvania,15234,Allegheny,0,100,0,100,
7951,4/6/2021,Spartan Pharmacy,3526 BROWNSVILLE ROAD,,,Pittsburgh,Pennsylvania,15227,Allegheny,0,1500,0,1500,POINT (-79.975566 40.37412)
7952,4/20/2021,Erics RX Shoppe,810 Welsh Rd,F,,Horsham,Pennsylvania,19044,Montgomery,0,200,0,200,POINT (-75.179165 40.178356)
7953,4/9/2021,VIP Pharmacy,7737 New Falls Rd,,,Levittown,Pennsylvania,19055,Bucks,0,300,0,300,POINT (-74.847816 40.160519)
7954,3/2/2021,Wellness Pharmacy Services,1427 Horsham Road,,,North Wales,Pennsylvania,19454,Montgomery,1170,0,0,1170,POINT (-75.20773 40.225139)
7955,2/8/2021,ELFHCC-E Liberty Fam Hlth Care Ctr,6023 HARVARD ST,,,Pittsburgh,Pennsylvania,15206,Allegheny,0,100,0,100,POINT (-79.923188 40.462774)
7956,1/22/2021,Norland Avenue Pharmacy,12 St. Paul Drive,105,,Chambersburg,Pennsylvania,17201,Franklin,0,500,0,500,POINT (-77.634763 39.943292)
7957,1/25/2021,Millcreek Manor Pharmacy,5535 Peach St,,,Erie,Pennsylvania,16509,Erie,0,500,0,500,POINT (-80.093535 42.073055)
7958,2/23/2021,VDI-Blandon Pharmacy,104 Anna Ave,6,,Blandon,Pennsylvania,19510,Berks,0,300,0,300,POINT (-75.868489 40.44312)
7959,2/26/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,1170,0,0,1170,
7960,4/7/2021,The Medicine Shoppe-York,1698 S QUEEN ST,,,York,Pennsylvania,17403,York,0,0,500,500,POINT (-76.705379 39.942899)
7961,3/9/2021,AHN-WEST PENN HOSPITAL,PHARMACY DEPARTMENT,,4800 FRIENDSHIP AVENUE,PITTSBURGH,PENNSYLVANIA,15224,Allegheny,1170,0,0,1170,
7962,4/13/2021,Abington Jefferson Health,1200 Old York Road,,,Abington,Pennsylvania,19001,Montgomery,0,100,0,100,POINT (-75.119382 40.118945)
7963,3/5/2021,Armstrong County Memorial Hospital,1 NOLTE DR,,,Kittanning,Pennsylvania,16201,Armstrong,0,1000,0,1000,POINT (-79.562335 40.812095)
7964,3/9/2021,Punxsutawney Area Hospital,81 Hillcrest Drive,,,Punxsutawney,Pennsylvania,15767,Jefferson,0,2000,0,2000,POINT (-79.000359 40.960153)
7965,3/12/2021,The Medicine Shoppe-Latrobe,709 Ligonier Street,,,Latrobe,Pennsylvania,15650,Westmoreland,0,300,0,300,POINT (-79.385532 40.317125)
7966,2/1/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,975,0,0,975,
7967,4/23/2021,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,1500,0,1500,POINT (-76.305328 40.046975)
7968,4/9/2021,Black Creek Health Center,75 Pineapple Street,,,Nuremberg,Pennsylvania,18241,Schuylkill,0,200,0,200,
7969,3/16/2021,Lebanon Shops Pharmacy,Lebanon Shops Pharmacy,,300 Mt Lebanon Blvd suite 23,Pittsburgh,Pennsylvania,15234,Allegheny,0,100,0,100,
7970,3/2/2021,The Wright Center-Mid Valley,5 South Washington Avenue,,,Jermyn,Pennsylvania,18433,Lackawanna,0,1600,0,1600,POINT (-75.547511 41.516304)
7971,4/23/2021,Infectious Diseases Associates PC,729 Grove Ave,4,,Southampton,Pennsylvania,18966,Bucks,0,300,0,300,POINT (-75.045071 40.175966)
7972,4/30/2021,Direct Workforce Care,1027 Treasure Lake,,119 Cotland Rd,Du Bois,Pennsylvania,15801,Clearfield,0,1000,0,1000,
7973,2/16/2021,Saxonburg Drug,115 Pittsburgh Street,,,Saxonburg,Pennsylvania,16056,Butler,0,100,0,100,POINT (-79.81417 40.74967)
7974,4/2/2021,AHN-Jefferson Regional Hospital,Pharmacy Department,,565 Coal Valley Road,Jefferson Hills,Pennsylvania,15025,Allegheny,1170,0,0,1170,
7975,4/30/2021,Evergreen Pharmacy,1222 Welsh Rd,Ste C1,,North Wales,Pennsylvania,19454,Montgomery,0,200,0,200,POINT (-75.255277 40.224614)
